辛い
"['「なんで低姿勢なんですか？\u3000殿下も仕事、私も仕事です。聡明ですから理解してくださいますよ。……ははぁ、昨日の件で言い辛いわけですか」\n', '\u3000もちろん、ざっくりなんて切らない。表皮だけなのだが、一つだけ辛いのは目を閉じてはいけないということ。\n', '「分かっているが、手が回らんのも事実だ。特に日桜の境遇は辛いものがある。あの子は頭がいい。苦しいことでさえ自分さえ呑み込めばと思ったのだろう。そうなると、儂等ではどうしていいかわからんのだ」\n', '\u3000しかし、これを同時に、それも一人で、といわれるとなかなかに辛い。\n', '「ぐっ、これは、さすがに食べ辛いか」\n', '\u3000実に言い辛い。\n', '\u3000自分の過失のために、殿下を引き合いに出されるのは身を切るよりも辛い。\n', '\u3000別れが辛いと感じたのは初めてかも知れない。\n', '\u3000やり辛い。\n', '\u3000非常にやり辛い。\n', '\u3000なにもないのに、どうしてみているんだ。こちらとしては非常に困るし、やり辛い。\n', '「愛煙家には生き辛い世になったものだ」\n', '\u3000金がないとは存外に辛いものだ。\n']"
