ハッキリ,クドスラ,ジタバタ,ズタボロ,コンピコ,トップク,キーワー,ガッチリ,スッキリ,カップル,ワーアップ,パッチリ,バッチリ,クッキー,スーパー,ガラクタ,フルブラ,ギョロギョ,グータラ,ブーメラ,プリクラ,ノープラ,ガサゴソ,タッパー,サンキュー,ケットボ,ゴキブリ,ガクブル,アハハッ
1,20,1,2,1,1,1,1,2,3,1,1,3,7,7,4,7,1,1,2,4,1,1,5,2,1,1,1,1
