タックイ,ハッキリ,スッキリ,バッチリ,トップス
['\u3000よく見ると顔はそのままであるため大学生にしては僅かにあどけない印象を受けるのは否めないが、髪と瞳の色は茶色くなっていて、服装もゆったりとしたガウチョパンツにトップスを前だけタックインするスタイルで量産型と呼ぶに相応しいものだった。\n'],['\u3000リリーはハッキリと聞こえるくらい大きなため息をついた。\n'],['「とりあえず……スッキリしたしもう一回蹴っとこうかな」\n'],['\u3000姿はバッチリと見られている。逃げることは許されない。透明化を見破られた以上、姿変更だって見破られる可能性がある。こんなことなら弘明からメンバー全員のスキルを聞いておけばよかった。\n'],['\u3000よく見ると顔はそのままであるため大学生にしては僅かにあどけない印象を受けるのは否めないが、髪と瞳の色は茶色くなっていて、服装もゆったりとしたガウチョパンツにトップスを前だけタックインするスタイルで量産型と呼ぶに相応しいものだった。\n']
