ランカス,ペットボ,ガッコウ,マジキチ,サッパサ,スッポリ,ハッキリ,ザーサラ,スクワー,ピチャピチ,フルコン,マジギリ,ジタバタ,コントロ,トップク,キーワー,ランスッ,サングラ,ゴミムシ,ガッチリ,スッキリ,ハッピー,カップル,ダダダッ,ワーアップ,キーボー,パッチリ,マジカッ,グースカ,ヨロシク,ビショビシ,ブラコン,ヒーカッ,スーパー,チリンチリ,イラギー,ガラクタ,ブルスラ,スクリュー,サバサッ,ブチコロ,ノコギリ,サッバサ,バックス,マジムカ,グチャグチ,メチャクチャ,ランサー,ブーメラ,カチャカチ,ガッハッ,メージト,スーツケ,サッパリ,ブラジャー,サンキュー,ケットボ,ゴキブリ,クッザク,ギーフル,マジコロ,ブチケッ,コンサー,ポッカリ,キリカッ,ブリザー,アハハッ
67,3,1,1,1,1,7,1,1,1,1,1,1,3,4,5,3,1,2,1,2,1,17,2,1,1,1,1,1,2,2,7,2,1,1,2,4,3,1,1,1,1,1,2,1,4,3,2,1,1,3,1,4,1,1,1,1,5,1,1,2,2,5,3,3,4,3
