カラコン,スッキリ,バリジャラ,フワフカ,スーパー,スルアップ,ジャーキー,ブラボー,メチャクチャ,ブーメラ,スーツケ,ビカメラ,コンパク,サンキュッ,ムシャムシ
1,1,1,1,2,1,1,2,1,1,4,1,1,1,1
