ハッキリ,クストー,コロポッ,ブルタッ,スッキリ,オーガブ,ブラウザ,キーボー,バッチリ,オーガジ,ガタンゴトン,コンスタ,テクノロ,ウロチョロ,コウモリ,バックス,ワーキャッ,スッカス,ランサー,ノーブル,クスカリ,サンキュー,トップラ,ヘッドシ
3,3,5,3,4,4,2,2,3,15,1,1,2,1,1,2,2,1,4,11,2,1,1,1
