ハッキリ,スクワー,ブリスク,ランクラ,コントロ,スッカラ,キーワー,ブルコン,バッチリ,コンスタ,スーパー,ウラノメ,カチコチ,ホロスク,ゴキブリ
1,4,3,2,1,1,1,1,2,1,1,15,1,1,1
