ホログラ,コンピュー,コントロ,スッカラ,トップク,スラスタ,サングラ,ハッピー,ワーアップ,キーボー,ランパー,ワーバラ,ウロチョロ,シナスタ,ヒートボ,シワクチャ,サンキュー,トロジー,ポッカリ,ドタバタ
2,1,2,1,2,2,26,1,3,2,1,1,1,21,1,1,1,7,1,1
