ガッコウ,ピラカキ,ズタボロ,カツサン,ランカラ,ムシチュー,グリモワ,カップル,クスサン,バッチリ,カキフラ,ヒーゼリ,クッキー,スーパー,チリンチリ,シャッキリ,ガラクタ,ジリスク,オードブ,ジャーキー,カラフル,ボードー,モロコシ,クイワイ,トロベリ,ハラワタ,トーモコ,メープル,チョココロ,ポテサラ,ポテトコ,ムライソ,イガクイ,ドタバタ,コンオロ
1,1,1,27,1,15,1,1,1,1,29,11,59,1,113,1,1,1,16,9,1,10,5,1,3,1,4,6,9,1,3,4,9,1,1
