ペットボ,バタフラ,シャッバシ,キーワー,サンドキ,バッチリ,パチカラ,ビショビシ,ホッゴホ,スクラン,スーパー,ヒラゴワ,ヌルゲー,バリギリ,クスカリ,ケットボ,サンドバ,チクゴワ,バリゴツ,ホッゴボ
8,1,1,2,1,1,2,1,2,1,4,1,1,1,2,2,3,1,1,1
