スクワー,コントロ,ハッピー,ブルワー,タッキー,スクラン,カラフル,キロメー,クスキュー,ブルピー,ヘッドバ,コンパク,ランデブ,コンサー,ムライソ,ムズアップ,ジタブル
1,4,1,1,1,1,1,1,1,1,16,1,1,1,3,2,1
