スッパリ,ペットボ,ガブムシ,サーカス,ハッキリ,タップリ,ヒーメー,ランシャリ,バッサバッ,コントロ,ジャーラン,ズタボロ,バックダ,トップク,ノーブラ,サングラ,スッキリ,スカウト,ホッケホ,ボクサー,ガシャガシ,ムシャガブ,シャッフル,バッチリ,グラサン,グスクー,スーパー,ワークラ,プリンクラ,ベロンベロ,ジャーキー,バックス,パーカッ,オーラン,カチコチ,グチャグチ,ガッカリ,ガッハッ,ヘッドバ,ガサゴソ,ケットボ,サンドバ,ポッキリ,コンサー,バックド,ムズアップ,フワキュー,ドタバタ
1,1,1,1,37,1,1,21,1,3,1,2,1,2,1,5,2,2,1,2,1,1,2,5,2,1,1,1,2,1,3,1,1,44,1,1,1,1,4,1,3,2,1,2,1,5,3,1
