フルメタ,トップク,クダケロ,キーワー,ウルフガ,スッキリ,ゲームク,キーボー,ノーパー,クッキー,ランクス,キューコン,スクリュー,ジリスク,ウロチョロ,バックス,ランクイ,ウジムシ,ワースラ,キロメー,シャープス,ブルクラ,ケットボ,ゴキブリ,ウルスラ,ニヤケタ
79,7,2,2,5,1,1,1,1,1,2,1,1,1,1,6,3,2,8,1,17,4,1,7,1,2
