コンラン,ハッキリ,コントロ,ヌケサク,カックイ,ガッチリ,スッキリ,コクオー,バッチリ,ヨロシク,ワーバラ,ジュードー,クッキー,チビデブ,スクラン,スーパー,プルヌル,テクノロ,ノコギリ,コリゴリ,ベロンベロ,メチャクチャ,モロコシ,ブラジャー,トップス,ビシバシ
1,11,1,1,1,1,3,1,1,1,2,1,16,1,3,1,1,1,6,1,1,1,2,11,1,1
