ペットボ,ムカメラ,ズタボロ,モジャモジ,ドーボク,トログリ,ホットコ,サングラ,ガッチリ,スッキリ,サクラン,ボクサー,バッチリ,ノーサン,ヒーカッ,クッキー,ワイトボ,サンプル,スーパー,クダメー,バックス,カラフル,クスキュー,カチコチ,ガッカリ,ブルピー,ブストー,ガサゴソ,ピードー,サンキュー,ケットボ,ゴキブリ,トッパー,ムズアップ,ブリザー
10,1,1,1,1,2,2,1,2,3,2,1,2,1,3,1,1,4,7,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,6
