ペットボ,ハッキリ,ワースー,ブラスタ,コンピュー,コントロ,ズタボロ,トップク,ドーボク,サングラ,ハッピー,ハッスル,ボクサー,ゲームシ,フルカス,ブースタ,バッチリ,ヒーカッ,クラスタ,ガチンガチ,ワイドシ,スーパー,フルオー,カタキー,スクリュー,サンドボ,ウロチョロ,プルトッ,ブルパッ,キロメー,ブカメラ,カッタカ,ランサー,メージト,ガチャガチ,ピードロ,ズーカタ,ケットボ,コンパク,トップス,フルブー,トップラ,オージー
4,7,1,1,2,27,2,1,1,1,1,1,1,5,1,8,1,1,1,1,1,3,13,1,1,96,1,1,1,2,2,1,1,3,1,1,1,1,1,1,3,1,1
