ホログラ,ハッキリ,コンピュー,サバゲー,コントロ,コロンブス,クッハッ,パッチリ,ガッポガッ,キョロギシ,グラサン,ランクス,テクノロ,パラメー,クスカリ,ガチャガチ,ゴキブリ,トップラ,ガクブル,ムズアップ
5,1,3,1,2,12,4,1,1,1,3,1,1,1,1,1,4,2,1,1
