バタバタ,ゴツゴツ,ウロウロ,ヘラヘラ,ブヨブヨ,ガシャガシャ,ポツポツ
"['\u3000やがて兄弟達がバタバタと死んでいった。\n', '\u3000知り合いになった犬どもも、狩らずにやっておいた兎どもも、バタバタと倒れていった。\n']","['\u3000ゴツゴツと肉球に当たるものがある。\n', '\u3000ゴツゴツと肉球に当たる骨の感触がふっと途切れた。\n']",['\u3000洞窟の外は深い森になっており、洞窟の入り口付近でウロウロした事はあるものの、遠出した事は無かった。\n'],['「良く育てるのだぞ」と僕どもに言ったのだが、ヘラヘラと笑うばかりだ。まったく人間どもは我々の言葉をちゃんと学ぶべきである。\n'],['\u3000それも分からぬ愚か者が食べ過ぎてブヨブヨになってしまう。まこと愚かなり。それではまるで僕である人間と同じでは無いか。\n'],['『J301ナザレ』は、ガシャガシャと体を組み替えて、人の姿になった。\n'],['\u3000ポツポツと雨が降り始めた。\n']
