らんから,よろしく,ずかしく,うところ,ひーかっ,だったら,ことだっ,めたころ,うだから,かさつい,すっかり,かっぷる,ことにこ,すること,べたする,うしてく,ついさっ,ころから,すくめた,いそうだ
1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1
