コンコン,バラバラ,キラキラ,ギリギリ
"['\u3000コンコン。\n', '\u3000コンコンと追加装甲を叩かれる音で、目が覚めた。\n']",['「……その『忙しい』の中身が、毎年バラバラなのよね」\n'],['「マリーさんや、そんなにキラキラした眼で見つめられても……」\n'],"['「私、ギリギリで九百リットルでした」\n', '\u3000俺は大振りを狙って回避をギリギリまで我慢し、念のためRiSEシールドを構えた。\n', '「萬田くんだっけ？\u3000昨日の夜ギリギリについたらしいよ」\n', '\u3000集合予定の朝九時、俺はハンドショベルのプレテストを予定ギリギリで終わらせて、トーヨドの整備士や技術者、松岡研の城田、山口らが第一回試験の準備に走り回ってるのを横目に、自機のチェックに勤しんでいた。\n']"
