ペットボ,サーカス,ボードロ,マジキチ,グラコロ,ホログラ,カラコン,バラメー,サバゲー,バタフラ,ジタバタ,コントロ,ゲージリ,ズタボロ,スゴスッ,トップク,ブルトッ,キーワー,サングラ,ガッチリ,スッキリ,スカウト,バキボキ,キーパー,ハッピー,ハッスル,ノーボー,ブラウザ,カップル,グジュペリ,スクドー,コンクー,ワーアップ,スクノー,キーボー,パッチリ,ブースタ,バッチリ,ヨロシク,プラパッ,ブラコン,トボブカ,トースタ,バシコン,ランクス,ワイトボ,ホッゲホ,サンプル,スクラン,スーパー,スカイラ,フルオー,ガリゴリ,キューシオ,ガラクタ,スクリュー,テクノロ,ジーオー,ギョロギョ,ミリオタ,ノコギリ,サーチラ,ランゲー,プリンクラ,ボーブリ,パープル,ジャーキー,ボトムズ,ドロボー,バックス,スクトッ,マジムカ,ガタピシ,カラフル,キロメー,カチコチ,グチャグチ,コロカラ,ブーメラ,パラベラ,プリクラ,ポッキー,ブルピー,ヘッドバ,ブストー,スーツケ,ガサゴソ,ブルメー,ブラジャー,プルタブ,サンキュー,ナミズキ,ゴキブリ,フラグビ,サンドバ,ゲートボ,トップス,ボーバッ,タッフル,モサビシ,コンプリ,ピリオド,コンサー,ムカシバ,ビシバシ,メキシコ,ドサクサ,バックド,ポッカリ,サンクス,ムズアップ,ドタバタ,ホップス,ヘッドシ
14,1,3,1,2,4,1,2,1,3,2,13,2,3,1,1,1,12,1,7,4,1,2,3,1,1,2,1,21,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,7,5,1,1,1,12,3,1,2,1,2,2,1,1,3,2,1,1,1,4,15,1,1,5,8,1,1,2,1,2,1,1,2,2,3,1,1,1,1,2,1,3,5,2,1,3,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,3,3,3,3
