ペットボ,ズルフラ,ズタボロ,カステラ,ランカラ,ホットコ,サングラ,ゴミムシ,ブランケッ,カップル,シャッフル,キリムシ,サンプル,スーパー,プリンクラ,ランコロン,オートロ,ザースク,ジリムシ,カラフル,ガチムチ,ガチャガチ,ミリペッ,ナミズキ,ゴキブリ,トッパー
3,1,3,3,1,4,17,1,2,1,1,2,1,7,3,1,1,2,1,3,1,3,1,3,1,3
