ブルクッ,ホログラ,コンピュー,オーノー,キログラ,ジタバタ,コントロ,サングラ,ブルグー,ガッチリ,ハッピー,カップル,キーボー,ブースタ,ノーサン,コンプラ,ワイトボ,ドサムズ,チリンチリ,フラウロ,ガラクタ,スクリュー,パープル,グスペッ,チカノー,カラフル,キロメー,ガッカリ,ガサゴソ,ドロオド,メタボリ,サンキュー,ランデブ,ノータッ,ムズアップ,シャッキー,ブリザー
1,4,3,1,2,1,17,1,5,1,6,8,1,1,8,1,2,2,1,2,1,1,1,1,7,1,1,4,1,1,1,1,1,1,4,1,1
