ブリトー,スッポリ,コンピュー,キログラ,コントロ,カップラ,トログリ,サングラ,ミリメー,ガッチリ,スッキリ,ガッシャー,ヒーポッ,キーボー,ヒーカッ,クッキー,ミリサブ,スクラン,スーパー,ミリプラ,フルオー,ガラクタ,パーカッ,ヘッドキ,キロメー,サッパリ,ガチャガチ,サンキュー,サンドバ,メキシコ,バックド
2,1,16,8,2,1,2,32,2,1,1,1,1,5,1,1,3,1,1,1,1,1,1,1,40,2,1,6,1,6,1
