ペットボ,コンピュー,コントロ,ハッピー,カップル,キーボー,バッチリ,サンプル,スーパー,スカイラ,テクノロ,ジークラ,ウトプッ,グチャグチ,モロコシ,ピラクス,ビカメラ,パースラ,コンパク,ランドク,サブプラ
1,30,12,2,6,1,1,1,5,13,10,5,1,1,1,3,2,2,5,1,1
