スッパリ,サーカス,カタコト,ホログラ,ハッキリ,ウキノタ,コンピュー,ブルムカ,バッサバッ,ジタバタ,コントロ,モリサワ,タカタッ,ドーボク,ブラザー,キーワー,サングラ,キーウキ,ピチスー,スッキリ,キーパー,ハッピー,ザータッ,ハッスル,カタタッ,ボクサー,グッショリ,ブラウザ,カップル,ダダイジ,ワーアップ,キーボー,フルカス,バッチリ,ビショビシ,トースタ,サンプル,スクラン,スーパー,ガラクタ,テクノロ,ウロチョロ,コウモリ,スタムラ,スッカス,グチャグチ,メチャクチャ,カチャカチ,ガッカリ,ガッポリ,ヘッドバ,ガチャガチ,クスグリ,サックサ,ホットロ,ゴキブリ,チャラブラ,ノータッ,ドサクサ
1,1,1,119,2,1,23,1,1,4,30,43,2,1,6,2,2,1,2,3,20,2,1,1,1,1,1,2,5,1,9,3,1,1,3,1,8,1,1,1,8,1,1,1,1,1,1,1,4,1,2,2,1,3,1,1,1,1,1
