カップル,ヒーカッ
['\u3000大学の往来で、瞼でキスし合う、バカップルが誕生してしまった。'],['\u3000彼の写真の腕がいかほどのものか、私は知らない。知らない方が上手くいくこともあるし、たまに見せてくれる写真は必ず私の趣味に合う。足るを知るのも重要なことだ。貪りすぎればすぐに尽きてしまうものである。目の前に空になったコーヒーカップのように。']
