ペットボ,バックラ,ハッキリ,クスパッ,コンピュー,バタフラ,コントロ,スッキリ,フルスイ,ゲロゴミ,ガタゴト,ツートッ,トロダク,ワーアップ,キーボー,ワイトボ,パーウル,サンプル,スーパー,ランゲー,バックス,カラフル,ダッフル,メチャクチャ,ブーメラ,コンゴミ,コンハッ,コンパク,サンドバ,ゲートボ,ブチケッ,コンサー,メキシコ,ヘラギタ,ムズアップ
8,1,2,1,1,1,9,2,1,1,1,1,1,1,9,2,1,3,1,4,3,1,1,1,15,1,1,1,1,1,1,1,1,1,1
