チリジリ,ジーラン,スクワー,コンピュー,キリバリ,コントロ,ブルドー,スカウト,ハッピー,サンプル,スーパー,テクノロ,カラフル,コンバッ,モロコシ,ゴキブリ,コンパク,ギリバリ,トップス
2,1,1,11,2,15,1,1,1,7,5,16,1,1,7,2,10,2,2
