ブースタ,ボクサー
['\u3000いわゆるピーカブースタイルね。'],['\u3000知らない人のために解説しておくと、ゾイのポーズとは両腕を折りたたんで、ボクサーのガードのように上げて、がんばるアピールをする構えだ。']
