クスハラ,コンピュー,コントロ,ズタボロ,トップク,ジューサー,スカウト,カップル,オーガプ,コンクー,キーボー,ブースタ,ノーコン,ヒーカッ,ランクス,コンスタ,ゴキブチ,サンプル,スーパー,ガリゴリ,チリガチ,サージャブ,テクノロ,コンチク,パラメー,バックス,カチコチ,タッグイ,メラサー,クシャスラ,ノタウロ,トップス,バリゴリ,サンクス
4,4,2,1,3,2,1,4,1,1,3,1,1,1,2,1,1,1,1,1,1,378,1,1,7,2,1,1,1,105,111,1,1,3
