スッパリ,ホログラ,バックラ,タタタッ,ハッキリ,コンピュー,バタフラ,コントロ,スッカラ,ブルガリ,トップク,ドカウル,サングラ,ガッチリ,ウロボロ,ブラウザ,フサワシ,ガシャガシ,キーボー,ガクノコ,バッチリ,ブラコン,グッピー,クッキー,カッチリ,ワイドシ,スーパー,スカイラ,ガラクタ,テクノロ,ザーボー,サーチラ,オートロ,コウモリ,ブラボー,スクトッ,ヒョロガリ,ブカメラ,ダッフル,ブーメラ,カチャカチ,メタトロ,ノープラ,セカイガ,ガチャガチ,カッタラ,スイコウ,サンキュー,ゴキブリ,ノータッ,ウジョニコ,シナプス,ポッカリ,ドタバタ
3,1,1,1,4,60,1,1,1,1,4,4,2,1,3,2,1,1,4,1,3,1,1,1,1,1,30,1,2,3,1,2,4,2,3,4,1,1,3,1,4,129,2,1,2,1,3,3,1,1,1,2,1,1
