からすた,てくのろ,ぱらめー,うとする,しながら,ばらだっ,どかべり,さんどぼ,たっぷり,こうから,めたとこ,すること,しなかっ,せかけた,ひたすら,めちゃくちゃ,するげー
1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1
