ホログラ,ハッキリ,ジタバタ,コントロ,キーワー,ハッピー,トロダク,ヨロシク,スーパー,コンチク,サンキュー,ゴキブリ,ペットロ
3,2,1,9,1,1,2,1,1,1,2,5,1
