ペットボ,サーカス,コンカラ,タタタッ,ペチャクチャ,スクワー,ジクザク,コンピュー,ノーゲー,ブルタラ,ジタバタ,コントロ,コンスイ,バックダ,トップク,カステラ,ヒッコシ,ドーボク,ランボー,スラスタ,サングラ,キースタ,ピーキー,スカウト,ハッピー,ボクサー,カップル,ピークタ,ダダダッ,ミリクラ,ワーアップ,ドーラン,バッチリ,ザーカッ,ワーバラ,グラサン,ランクス,ワイトボ,ワイドシ,スーパー,テクノロ,ミリオタ,グスペッ,バックス,パーカッ,キロメー,ガチムチ,ブカメラ,メージト,コンバッ,タッパー,コンパク,サンドバ,トップス,フルブー,トッパー,ビシバシ,バックド,ムズアップ,スイメー,ジャーボー
1,1,27,1,1,1,1,1,1,1,3,9,1,1,7,3,1,2,2,73,10,1,3,7,1,3,3,1,1,1,1,1,2,1,1,2,1,4,3,12,1,2,1,4,1,4,1,5,1,3,6,1,7,1,1,2,1,1,7,1,1
