たたたた,がつがつ,のっしのっし,いらいら,がくがく,ぎりぎり,めきめき,ぼそぼそ,にこにこ,ずぶずぶ,だらだら,こそこそ,ぶちぶち,がらがら,ざわざわ,ばらばら
"['「いたたたたたたたた……」\n', '「いたたたたたたたた……」\n']",['\u3000がつがつと女子の尻を追いかける必要はない。\n'],['\u3000のっしのっしと重量級の機体がやって来て、通信を飛ばしてきた。\n'],['\u3000ああ、いらつく。いらいらする。\n'],['\u3000照準ががくがくと揺れる。\n'],"['\u3000相手に間合いに入らないこと。間合いのぎりぎりを見極め、敵を誘導する。\n', '\u3000おーとあーつの頭上ぎりぎりを金棒が通り過ぎた。\n']",['\u3000めきめきと音を立てて大木がへし折れる。\n'],['\u3000八幡の声は、最後にはぼそぼそと小声になっていた。\n'],"['\u3000誰にでもにこにこと尻尾を振る気はないが、積極的に喧嘩をする気力もない。\n', '\u3000香川はにこにこしながら俺たちを励ます。\n']",['\u3000ずぶずぶとちぎれた腕が胸に突き刺さる。\n'],['「私は軍に入ったらおぺれーたかな。任期まで務めたら適当な人を国に紹介してもらって、結婚したらだらだら過ごす」\n'],['「あー……えっと、つまり役割分担だ。君は圧倒的攻撃力で殲滅。こっちはこそこそ君をあしすと。そうすれば長く戦いを楽しめる。どうだ？」\n'],['\u3000ぶちぶちという音が操縦席に響く。\n'],['\u3000僕たちがしみゅれーたに近づくとがらがらと自習室の扉が開いた。\n'],['\u3000皆がざわざわとわいた。\n'],['\u3000私の思惑通りこんくりーとは弾かれ、ばらばらになりながら下に落ちた。\n']
