ふさがっ,ねとから,くっきり,しながら,うところ,いがする,けたこと,ことはた,ごきぶり,だったら,ゆるふわ,ことだっ,すっかり,すーぱー,こうから,すること,くにしな,おどしな,たらしく,しなかっ,もわから,ころのこ,めたから,からさっ,かったか
1,1,1,3,1,1,1,1,2,2,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1
