ペットボ,サーカス,カタコト,ハッキリ,ヒーメー,コントロ,ブラブカ,トップク,カツサン,カップラ,ホットコ,サングラ,スッキリ,スカウト,カップル,キーボー,ワタシワ,ブースタ,バッチリ,ヒーカッ,ワーバラ,クッキー,ワイトボ,ホッゲホ,サンプル,スクラン,スーパー,オートロ,グラノー,スクトッ,ウルフカ,カチコチ,ブーメラ,コンバッ,プルタブ,サンキュー,ケットボ,サンドバ,ランドキ,シナワナ,バリスタ,キーグラ,サクオー
5,29,5,3,1,4,1,5,3,2,5,3,2,2,2,9,1,3,3,10,3,6,9,1,2,1,1,1,1,8,2,1,1,21,1,8,1,1,4,1,1,1,39
