ハラヘッ,トクガタ,スクワー,コンピュー,コントロ,スッキリ,ハッピー,ガシャガシ,キーボー,ハッブル,スーパー,プリンクラ,パラメー,カラフル,モロコシ,ガチャガチ,ゴキブリ,プルジュー,シナプス
1,1,1,6,3,1,1,2,1,3,3,1,1,2,3,1,1,1,1
