ゴツゴツ,バラバラ,カシャカシャ,ギリギリ,フワフワ
['\u3000ごく細かな鉄屑や廃プラスチック、そして大昔の生物の骨が粉々になったもので埋め尽くされたなだらかな海岸はやがて、大きな廃材で形作られゴツゴツとしたものへと変わっていく。\n'],['\u3000シータシアに愛着はあったが、バラバラになって海に散らばってしまったそれを探す気にはなれなかった。\n'],['\u3000カシャカシャ、とメカニカ・フィンが音を立てて起動した。正常に動くそれを見て、ミラは黙って、海へと歩き始めた。\n'],['『鯨』という二つ名を得た自分だけが辿り着ける、ギリギリの距離。その海にこのメカニカを隠すのならば、或いは、と。\n'],['\u3000パーツどころか、自分の体すら固定しておくのが難しい。フワフワとして頼りない水中の間隔はヴァルにとって慣れ親しんだものではあったが、その中で細かな作業をすることはまた別だ。\n']
