ハッキリ,コンピュー,ズルフラ,ジャートッ,ズタボロ,スッキリ,スカウト,ブースタ,バッチリ,フットー,ガチンガチ,サンプル,ガラクタ,ブカメラ,メチャクチャ,ガチャガチ,タッパー,ゴキブリ,トップス,トッパー,ポッキリ,クッキリ
10,1,3,1,3,4,2,2,2,1,1,2,2,9,1,2,1,1,2,1,1,1
