コンピュー,キログラ,ワープラ,コントロ,ポットク,ランイラ,メーザー,チロケッ,メラバッ,ハッピー,ワーアップ,ブラケッ,ブースタ,クラスタ,ワイトボ,サンプル,スクラン,スーパー,テクノロ,フルカラ,ブーメラ,ガッカリ,コンパク,コンサー,ワーメー
6,1,3,9,1,1,18,4,1,1,2,1,1,1,1,3,2,12,2,1,2,1,8,1,1
