もこうき,くつぶら,たたこう,ことくら,うきがぶ,かららん,ころじー,もさくら,けたこう,おいたら,のさぷり,たかすか,めらから,はっきり,こんがり,ぱさつい,てくのろ,ちらから,こちから,うとする,よろしく,ずかしく,しながら,ちらこそ,するから,わなくちゃ,がりすく,ずたぼろ,じゃーにや,くしゃくっ,かっぱら,ばたつか,ばっくに,だったら,けたくた,にたじろ,こそする,からかす,すくとこ,めらがば,からがら,きーぷす,するのさ,たたふが,がらさっ,だったか,へこうき,とっぷす,ばりすた,たっぷり,すーぱー,だったっ,うきのこ,うきがし,ぼくがみ,びかけた,こうから,するなよ,さんにこ,げたこう,こそしな,するこう,わしてく,すること,がらもこ,ごとこう,ばっかり,がっちり,ぱーだっ,ほろぐら,いがすた,ついたら,すっぽり,ひっきり,ちらつい,のこうき,とっくに,ついさっ,くらとこ,うきがく,がみつい,もりだっ,なようだ,にこうき,ぶつかっ,はっぴー,いがばっ,めたすく,めたから,すっひっ,うきのた,からこそ,かったら,こんばっ,がしがみ,ぱたつか,わなかっ,さっぱり,きーぼー,かったか,めたごり,けっこう,けたがら,うきへと,からこう,とこうき,がらひっ,みしだく,いがこう,かってく,いそうだ,がらこん
1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,7,1,1,12,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,5,2,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1,4,1,1,1,1,1,1,2,1,1,1,1,2,1,22,1,1,1,1,1,1,1,2,3,1,1,2,4,1,2,5,1,1,1,3,1,9,1,1,4,1,1,1
