ペットボ,フルラン,カラコン,ハッキリ,ヒーメー,コンピュー,コントロ,スラケッ,ブラザー,トログリ,サングラ,プリザー,スッキリ,サラダボ,スカウト,ガタゴト,ペラグラ,ハッピー,カップル,ベリスク,キーボー,バッチリ,フラワー,クッキー,クスフラ,キューコン,サンプル,スーパー,ガラクタ,スカトー,オートク,ペラトー,プスブル,ブーメラ,ガチャガチ,ビカメラ,コンクラ,ゴキブリ,コンプリ,コンサー,ドタバタ,ズッキー
3,2,1,1,1,4,2,1,31,2,2,1,1,1,3,1,1,1,1,1,2,1,1,7,1,5,7,2,1,1,1,2,2,1,1,1,1,1,3,1,1,1
