ピークイ,ホログラ,ハッキリ,コンピュー,バタフラ,コントロ,カップラ,キーワー,スッキリ,ハッピー,カップル,ゲームシ,キーボー,バッチリ,スーパー,テクノロ,ドキハラ,グチャグチ,ブストー
1,2,10,2,1,2,1,1,2,3,2,2,3,1,4,3,1,1,1
