カリプス,パーボリ,ゲームラ,クラスラ,コンピュー,トップク,ハッスル,ブラウザ,ゲームシ,ワーアップ,バッチリ,クッキー,スーパー,カタドー,ジャーキー,ドロボー,ジーゲー,ムズアップ,メソポタ
1,1,1,1,3,1,3,1,2,1,2,1,4,3,1,1,1,2,1
