だったら,からさっ
['\u3000そんな目立つんだったら運営もすぐ気づくんじゃね？'],"['\u3000だからさっきからそう言っているｗ', '\u3000だからさっきからそう言っているｗ', '\u3000だからさっきから（ｒｙ']"
