ゲームラ,コントロ,スカウト,アップボー,ゲームシ,バッチリ,スーパー,パープル,コウモリ,ランクイ,カラフル,ウトボタ,ブーメラ,コンパク,ポッカリ,ヘッドシ
1,2,1,3,2,1,5,1,1,1,2,4,1,1,1,1
