サーカス,タタカッ,コンピュー,ゴホンゴホ,トップク,パッパラ,ダッタジ,プルンプル,オーホッ,ワーアップ,バッチリ,ヨロシク,スーパー,スゴブリ,ランクイ,ブラボー,ブーメラ,ガッカリ,ザーワー,ドタバタ
1,1,1,1,1,2,1,9,3,1,1,2,2,1,2,1,1,1,16,1
