ごりごり,ぽちぽち,ぎりぎり,ちらちら,ぴーぴー,ごろごろ,そろそろ,うはうは,うろうろ,ばきばき,もやもや
[' すり潰したものは、ただ雑草をすり潰したものと変わらないただの緑の汁だった。1分ほどごりごりしていただけでほとんど潰れたのはげーむだからだろう。\n'],['俺は教室に入り、席につくとけーたいでぽちぽちしていた。すると教室にいらっと来るほどのいけめんの男と、高校生に見えず、身長は140くらいであろう女が入ってきた。\n'],['「おっ、ぱっと見ばかっぷる。遅刻ぎりぎりじゃねぇーか。げーむでもしてたか？」\n'],[' 町に戻っている間にも周りからちらちらと見られている感じがあったが、なんか慣れた。\n'],['ぴーぴーぴー！\n'],"['今、高校生になり俺は家でごろごろしながらけーたいげーむのがちゃを引いていた\n', '起き上がり俺は特にすることもないので残りの1日は家でごろごろしていた。\n']","[' じゃがいも、にんじん、玉ねぎ、豚肉。もうそろそろ冷蔵庫の中身も少なくなってきてるな。今度買いに行かないと。今日はかれーでいいや。\n', '「はいはい、てかもうそろそろ授業始まるぞ？」\n']",['めちゃくちゃ驚きました。ぶっくまーくも800超えてうはうはです。\n'],['そして薬草と毒草を集めてうろうろしていると近くに小川があった。小川付近には薬草などがたくさん生えておりたくさん集まった。すると、小川に葉っぱにしては大きい、俺の手より少し大きいくらいの紅葉の葉のようなものが流れてきた。\n'],"['ばきばきっ ばきばきっ\n', 'ばきばきっ ばきばきっ\n']","['すばるがそういうと、右に紫のもやもやしたのがでてきた。\n', '俺は紫のもやもやの中に入り込んだ。\n']"
