ペットボ,ヒーメー,コンピュー,トップク,ワースタ,サングラ,カップル,バッチリ,コントー,クッキー,ウトボタ,クスカリ,クスピク,ピースタ,ジーゲー,コンプリ,ブリザー,ポップス
1,1,2,1,2,1,4,2,1,1,1,13,8,1,15,1,1,1
