バタフラ,ジタバタ,コントロ,アップボー,フカサラ,ギョロギョ,ヌルゲー,バックス,ザックザク,サーオー,サンキュー,コンサー,ドタバタ
2,1,8,3,1,1,1,1,1,1,1,1,1
