ハッキリ,オドビク,トップク,キーワー,スッキリ,ゲームシ,バッチリ,ピードタ,ブラウジ,ヌルゲー,キロメー,サッパリ,ガチャガチ,コンパク,サンドバ,トップス,ドタバタ
2,1,1,3,1,1,1,1,1,1,1,2,1,1,2,2,1
