スッパリ,ケットコ,ペットボ,ペッパー,チョコプリ,カタコト,スープカ,ハッキリ,タップリ,タラノメ,フルコン,コンガリ,コントロ,ケッパー,ブルブルン,カツサン,カステラ,ガラハッ,ザーグー,ランカラ,サングラ,メージワ,ランボワ,ガッチリ,スッキリ,ドクゼリ,スカウト,クドポテ,ガタゴト,ツルペタ,サクラン,キーパー,クスタプ,チリコン,カップル,スクドー,ベリスク,ブラドー,メージク,ゲームシ,ツートッ,ワーアップ,ノープス,ピーサー,シャッフル,バッチリ,フラワー,ピードタ,ノーサン,ブルラン,ノタウル,ランパー,ヒーカッ,トースタ,クッキー,クラスタ,コンスタ,サンプル,スーパー,マゴサン,ポトポテ,ヨタヨレ,ポッコリ,ブルスラ,ノコギリ,コンチク,パーシバ,ジリスク,ジャーキー,ドロボー,ウトプッ,コウモリ,バックス,ランスタ,ウシトコ,カラフル,キロメー,ウトボタ,ブーメラ,スタタタ,チョコクッ,ランスク,ノープラ,ノタウロ,モロコシ,サラフク,ジーゲー,バッサバ,トロベリ,サンキュー,ボーイソ,ケットボ,ハラワク,ボチャポタ,オイスタ,トップス,ランデブ,コンプリ,フルパー,ランドク,ビシバシ,ムズアップ,ズッキー,スイメー
1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,3,1,1,1,2,1,1,3,8,1,3,1,1,1,1,1,2,1,3,1,3,2,1,1,1,4,2,1,15,12,15,2,1,1,1,1,2,2,8,1,6,1,6,3,1,1,1,3,1,1,22,3,8,1,1,6,1,1,1,2,1,1,31,1,1,1,3,34,14,2,1,2,1,12,2,20,1,1,1,1,1,3,14,47,2,2,2,1
