コンピュー,サブシナ,コントロ,トップク,カップラ,ピシャピシ,キーワー,サングラ,ポットー,トロゲー,カラドボ,スーパー,パラメー,コンマジ,ランスタ,スクトッ,ランサー,スタタタ,ガッカリ,ガチャガチ,ドカメラ
1,1,10,1,1,3,1,1,4,1,1,1,1,1,2,1,1,1,1,5,7
