バックラ,ハッキリ,フラグチ,モジャモジ,トップク,ブラザー,ピーキー,スカウト,ゲームシ,コンクー,フルカス,バッチリ,ピードタ,ブラコン,ワーバラ,ムシャクシャ,スーパー,ドーブー,グスペッ,バックス,カラフル,ガチムチ,メチャクチャ,サッパリ,ブラジャー,ゴキブリ,コンプリ,ドサクサ,サンクス,ドタバタ
1,28,2,1,2,1,1,5,5,2,1,1,1,7,2,1,2,1,1,2,3,2,1,2,1,2,2,2,3,1
