コントロ,クイドー,トップク,ブルゲー,ピーキー,スカウト,メージク,ゲームシ,スカイガ,バッチリ,クッキー,サンプル,グジャベリ,ガラクタ,テクノロ,スタムラ,ランサー,ブーメラ,ケットボ,フルパー,サンクス,ヘッドシ
1,3,1,1,4,5,1,1,1,4,1,3,1,1,2,3,4,1,16,1,4,8
