ペットボ,トップク,カステラ,サングラ,ピーキー,ボクサー,ブラウザ,カップル,ブルキャピ,ワーウル,ランパー,トースタ,クッキー,スーパー,プルスラ,サースラ,コウモリ,ワーキャッ,ウトボタ,ランサー,ブーメラ,ノタウロ,ピースタ,トロベリ,ノータッ,サンクス,ムズアップ
1,4,1,2,1,1,1,1,1,18,1,1,5,1,1,25,3,17,1,5,2,1,1,2,1,1,1
