ネチケッ,ノーサー,トップク,ドーボク,キーワー,スッキリ,イソウダ,キーボー,スーパー,ランクダ,パラメー,バックス,タックダ,ワースイ,ブーメラ,フルドロ,ハラドキ,サンキュー,サンドバ,ドクサッ,フルパー
1,15,1,4,10,2,1,2,5,2,1,3,2,1,2,1,1,1,1,1,1
