ランドク,メージト,スーパー,ジャーヒー,バックス,バリスタ,サンキュー
"['\u3000グランドクエストにしている\n', '\u3000そうして大陸の統一を目指すのがこのゲームのグランドクエストなのだという。\n']",['\u3000そんな中、自分がしていることはマジックポーションを大量に手に入れて、魔法を中心とした戦い方のイメージトレーニングだ。\n'],['「｜超新星爆発《スーパー・ノヴァ》」\n'],['「勝ったって………一人でだろ？しかも、ジェネラルやソルジャーヒーラーまで居てってことはB+相当だよな。相変わらずだなお前は」\n'],['\u3000なのでバックステップで避け、サスケさんの爆弾付きクナイが首の切断面に刺さり、爆発した。\n'],"['\u3000壁際には堀が掘られていて上に弓兵が待機していて、そこには生産職自慢のバリスタが配備されてる\n', '「バリスタって持ってきたやつかぁ」\n']",['「ウィン助かった、サンキューな」\n']
