ホログラ,バックラ,コントロ,トップク,タカタッ,ピーキー,スカウト,トロゲー,ゲームシ,ワーアップ,キーボー,ピードタ,スーパー,ガラクタ,ムシケラ,パラメー,ヌルゲー,スーツケ,ガチャガチ,ケットボ,サンドバ,トップス,グジスタ,コンサー,ランドク,ポッカリ,ヘッドシ
1,1,2,3,1,2,1,1,1,1,6,4,2,1,1,2,3,1,1,1,1,1,3,1,2,1,3
