ぐちゃぐちゃ,ぽわぽわ,おどおど,ぎりぎり,ばたばた,ざーざー,ざわざわ,さらさら,ぽとぽと,むずむず,ふわふわ
['\u3000まずは涙でぐちゃぐちゃの長野さんに。'],['「ぽわぽわだから～か」'],['\u3000私はさらにむむっとにらむと、そこに小さなおどおどした声が割って入った。'],['\u3000まだぎりぎり五時だからきっと大丈夫！'],['\u3000朝の犬騒動があってばたばたしたけど、よく分からないうちにあっという間に学校は終わってしまった。'],['\u3000すると、お姉さんが腰の辺りにつけていたとらんしーばーがざーざーと鳴って、なにか指示のようなものを誰かがしているようだった。'],['\u3000その顔がいやに真剣で、なんだか胸がざわざわする。'],['\u3000さらさらの茶色い髪を風になびかせて、瀬能くんはぎゅっと眉の間にしわを寄せた。'],"['\u3000そこまで言うと、鈴川さんの目からぽとぽとと涙がこぼれる。', '\u3000その言葉にまた鈴川さんの目からぽとぽとと涙が落ちる。']",['\u3000相変わらず鼻はむずむずするし、校庭には白くてふわふわの小さな犬がいる。'],"['\u3000相変わらず鼻はむずむずするし、校庭には白くてふわふわの小さな犬がいる。', '\u3000その視線の先には嬉しそうな長野さんと抱っこされてる白いふわふわな犬がいて……。']"
