辛い
"['「まあ、本人は忘れちゃってるし、使用人の皆からは言い辛いよねぇ。よし、ここは友の為だ、僕が教えてあげよう」\n', '「……私は、奥様にこれまで辛い思いをしてきた分、誰よりも幸せになって欲しいのです。人の痛みを知り、心を思い遣り、優しさを常に携え、けれど……臆病なりりあーな様に幸せになって欲しいのです」\n', '\u3000りりぃちゃんはとても素直で無垢な子だ。辛いことも苦しいことも知っているのに、悪意にだって晒されて人の醜さを十五年もの間、見続けていたのに彼女はせでぃを愛して大切に慈しむ心を忘れなかった。悪意に染まらず、人を憎まない彼女はとても美しい人で、僕には少し眩しいくらいだ。傍に居ると浄化されて消えちゃうんじゃないかとさえ錯覚する。\n', '\u3000私はなんともお返事し辛いことでしたので、旦那様の額に掛かる髪を払って誤魔化しました。\n', '\u3000見せることは出来ないけれど、この一年の間、ずっと私に寄り添い、私を支えてくれたえるさになら話してもいいと思えました。私が辛い時、哀しい時、苦しい時、いつも傍にいて支えてくれて、あの時、せどりっく以外で私を抱き締めてくれた初めての人がえるさなのです。\n']"
