クッキー,トップク
"['\u3000王都のお菓子が気になって、テーブルに飛び乗ると、手で袋を叩いてみた。中身はクッキーみたいなものらしい。かさかさ言っている。\n', '\u3000ウキウキしながら尻尾を振り、開けてもらうのを待った。ノエルは新しい紙の上にクッキーを一枚取り出した。普通の丸い形をした少し厚みのあるクッキーだ。ふわりと甘い香りが鼻をくすぐる。ノエルはわたしが食べやすいように小さく割ってくれた。\n', '\u3000ウキウキしながら尻尾を振り、開けてもらうのを待った。ノエルは新しい紙の上にクッキーを一枚取り出した。普通の丸い形をした少し厚みのあるクッキーだ。ふわりと甘い香りが鼻をくすぐる。ノエルはわたしが食べやすいように小さく割ってくれた。\n', '\u3000そんな言葉と共に口の中にひとかけら、入れられた。サクサクした食感なのに、口の中に入れているとほのかに甘く解けるように溶ける。今まで食べたクッキーの中で断トツのおいしさだ。\n']",['「君は魔法師としてはトップクラスだからね。君が持つ感情なんて関係ないんだ。家に取り込みたいんだろう」\n']
